affiliation_key,canonical_affiliation,organisation,country,country_code,geocode_status,latitude,longitude,geocode_source,variant_count,attendee_count,in_delegate_list,in_programme,sources,name_variants,needs_review,review_reason,primary_organisation,secondary_organisation,redirect_to_affiliation_key,plot_on_map
icrs-a-00208,Grow Reefs,Grow Reefs,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Grow Reefs, United States",False,,Grow Reefs,,,True
icrs-a-00209,Guam Coral Reef Initiative,Guam Coral Reef Initiative,Guam,GU,fallback,13.476,144.7502,capital_fallback,1,2,True,True,delegate_list;geocode_csv;programme,"Guam Coral Reef Initiative, Guam",False,,Guam Coral Reef Initiative,,,True
icrs-a-00210,Guangxi University,Guangxi University,China,CN,fallback,39.9042,116.4074,capital_fallback,1,2,True,True,delegate_list;geocode_csv;programme,"Guangxi University, China",False,,Guangxi University,,,True
icrs-a-00211,Gunggandji-mandingalbay Yidinji Peoples Prescribed,Gunggandji-mandingalbay Yidinji Peoples Prescribed,Australia,AU,fallback,-35.2809,149.13,capital_fallback,2,2,True,True,delegate_list;geocode_csv;programme,"Gunggandji-Mandingalbay Yidinji Peoples Prescribed, Australia; Gunggandji-mandingalbay Yidinji Peoples Prescribed, Australia",False,,Gunggandji-mandingalbay Yidinji Peoples Prescribed,,,True
icrs-a-00212,Hamburg University,Hamburg University,Germany,DE,ok,53.5659703,9.9849977,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Hamburg University, Germany",False,,Hamburg University,,,True
icrs-a-00213,Hampton University,Hampton University,United States,US,ok,37.0298687,-76.3452218,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Hampton University, United States",False,,Hampton University,,,True
icrs-a-00214,Harbor Branch Oceanographic Institute,Harbor Branch Oceanographic Institute,United States,US,ok,27.5340658,-80.355442,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Harbor Branch Oceanographic Institute, United States",False,,Harbor Branch Oceanographic Institute,,,True
icrs-a-00215,Harvey Mudd College,Harvey Mudd College,United States,US,ok,34.1060906,-117.7086431,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Harvey Mudd College, United States",False,,Harvey Mudd College,,,True
icrs-a-00216,Hasanuddin University,Hasanuddin University,Indonesia,ID,ok,-5.1341871,119.4880786,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Hasanuddin University, Indonesia",False,,Hasanuddin University,,,True
icrs-a-00217,Hawai'i Cooperative Fishery Research Unit,Hawai'i Cooperative Fishery Research Unit,United States,US,fallback,21.3069,-157.8583,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Hawai'i Cooperative Fishery Research Unit, United States",False,,Hawai'i Cooperative Fishery Research Unit,,,True
icrs-a-00218,Hawai'i Pacific University,Hawai'i Pacific University,United States,US,ok,21.3066648,-157.8653303,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Hawai'i Pacific University, United States",False,,Hawai'i Pacific University,,,True
icrs-a-00219,Hawai'i State Department of Land and Natural,Hawai'i State Department of Land and Natural,United States,US,fallback,21.3069,-157.8583,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Hawai'i State Department of Land and Natural, United States",False,,Hawai'i State Department of Land and Natural,,,True
icrs-a-00220,Hawaiʻi Division of Aquatic Resources,"Hawaiʻi Division of Aquatic Resources, United States",United States,US,fallback,21.3069,-157.8583,capital_fallback,11,10,True,True,delegate_list;display_alias;geocode_csv;programme,"Division of Aquatic Resources - Hawai'i; Division of Aquatic Resources - Hawai'i, United States; Division of Aquatic Resources - Kauai; Division of Aquatic Resources - Kauaʻi; Division of Aquatic Resources - Kauaʻi, United States; Hawai'i Division of Aquatic Resources; Hawai'i Division of Aquatic Resources, United States; Hawaii Division of Aquatic Resources; Hawaii Division of Aquatic Resources, United States; Hawaiʻi Division of Aquatic Resources; Hawaiʻi Division of Aquatic Resources, United States",False,,"Hawaiʻi Division of Aquatic Resources, United States",,,True
icrs-a-00221,Hawaiʻi Institute of Marine Biology,"Hawaiʻi Institute of Marine Biology, United States",United States,US,fallback,21.3069,-157.8583,capital_fallback,11,13,True,True,delegate_list;display_alias;geocode_csv;programme,"Hawai'i Institute of Marine Biology; Hawai'i Institute of Marine Biology, United States; Hawaii Institute of Marine Biology; Hawaii institute of Marine Biology; Hawaii institute of Marine Biology, United States; Hawaiʻi Institute of Marine Biology; Hawaiʻi Institute of Marine Biology, United States; Hawaiʻi institute of Marine Biology; Hawaiʻi institute of Marine Biology, United States; Hawai‘i Institute of Marine Biology; Hawai‘i Institute of Marine Biology, United States",False,,"Hawaiʻi Institute of Marine Biology, United States",,,True
icrs-a-00222,Healthy Reefs for Healthy People,Healthy Reefs for Healthy People,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Healthy Reefs for Healthy People, United States",False,,Healthy Reefs for Healthy People,,,True
icrs-a-00223,Helmholtz Institute for Functional Marine Biodiversity,"Helmholtz Institute for Functional Marine Biodiversity, Germany",Germany,DE,ok,53.1539129,8.1753942,geocode_csv,2,7,True,True,delegate_list;display_alias;geocode_csv;programme,"Helmholtz Institute for Functional Marine Biodiversity; Helmholtz Institute for Functional Marine Biodiversity, Germany",False,,"Helmholtz Institute for Functional Marine Biodiversity, Germany",,,True
icrs-a-00224,HI-LEX CORPORATION,HI-LEX CORPORATION,Japan,JP,ok,34.9295845,135.1634461,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"HI-LEX CORPORATION, Japan",False,,HI-LEX CORPORATION,,,True
icrs-a-00225,Hiroshima University,Hiroshima University,Japan,JP,ok,34.3991292,132.7140406,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Hiroshima University, Japan",False,,Hiroshima University,,,True
icrs-a-00226,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong,HK,ok,22.3045633,114.1795767,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Hong Kong Polytechnic University, Hong Kong",False,,Hong Kong Polytechnic University,,,True
icrs-a-00227,Hong Kong University of Science and Technology,"Hong Kong University of Science and Technology, Hong Kong",China,CN,fallback,39.9042,116.4074,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Hong Kong University of Science and Technology, China",False,,"Hong Kong University of Science and Technology, Hong Kong",,,True
icrs-a-00228,Hong Kong University of Science and Technology,"Hong Kong University of Science and Technology, Hong Kong",Hong Kong,HK,ok,22.3374847,114.2633989,geocode_csv,5,9,True,True,delegate_list;display_alias;geocode_csv;programme,"Hong Kong University of Science and Technology; Hong Kong University of Science and Technology, China; Hong Kong University of Science and Technology, Hong Kong; Hong Kong University of Science and Techonology; Hong Kong University of Science and Techonology, Hong Kong",False,,"Hong Kong University of Science and Technology, Hong Kong",,,True
icrs-a-00229,Hopkins Marine Station of Stanford University,Hopkins Marine Station of Stanford University,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Hopkins Marine Station of Stanford University, United States",False,,Hopkins Marine Station of Stanford University,,,True
icrs-a-00230,Horniman Museum and Gardens,Horniman Museum and Gardens,United Kingdom,GB,ok,51.4419283,-0.0619967,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Horniman Museum and Gardens, United Kingdom",False,,Horniman Museum and Gardens,,,True
icrs-a-00231,"Hoʻāla Kealakekua Nui, Inc.","Hoʻāla Kealakekua Nui, Inc., United States",United States,US,ok,19.5181493,-155.9206778,geocode_csv,3,2,True,True,delegate_list;display_alias;geocode_csv;programme,"Hoala Kealakekua Nui, Inc.; Hoʻāla Kealakekua Nui, Inc.; Hoʻāla Kealakekua Nui, Inc., United States",False,,"Hoʻāla Kealakekua Nui, Inc., United States",,,True
icrs-a-00232,I.CARE,I.CARE,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,2,True,True,delegate_list;geocode_csv;programme,"I.CARE, United States",False,,I.CARE,,,True
icrs-a-00233,IATS/CSIC,IATS/CSIC,Spain,ES,fallback,40.4168,-3.7038,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"IATS/CSIC, Spain",False,,IATS/CSIC,,,True
icrs-a-00234,ICML/UNAM,ICML/UNAM,Mexico,MX,ok,19.3289134,-99.1788894,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"ICML/UNAM, Mexico",False,,ICML/UNAM,,,True
icrs-a-00235,Ifremer,Ifremer,New Caledonia,NC,fallback,-22.2558,166.4505,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Ifremer, New Caledonia",False,,Ifremer,,,True
icrs-a-00236,IHPE,"IHPE, France",France,FR,fallback,48.8566,2.3522,capital_fallback,2,5,True,True,delegate_list;display_alias;geocode_csv;programme,"IHPE; IHPE, France",False,,"IHPE, France",,,True
icrs-a-00237,Imperial College London,Imperial College London,United Kingdom,GB,ok,51.4988222,-0.1748735,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Imperial College London, United Kingdom",False,,Imperial College London,,,True
icrs-a-00238,Independent Consultant/Researcher,Independent Consultant/Researcher,Colombia,CO,fallback,4.711,-74.0721,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Independent Consultant/Researcher, Colombia",False,,Independent Consultant/Researcher,,,True
icrs-a-00239,Independent Scientist,Independent Scientist,Australia,AU,fallback,-35.2809,149.13,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Independent Scientist, Australia",False,,Independent Scientist,,,True
icrs-a-00240,Indiana University,Indiana University,United States,US,fallback,39.7684,-86.1581,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Indiana University, United States",False,,Indiana University,,,True
icrs-a-00241,Individual,Individual,New Zealand,NZ,fallback,-41.2865,174.7762,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Individual, New Zealand",False,,Individual,,,True
icrs-a-00242,Indo Ocean Foundation,Indo Ocean Foundation,Indonesia,ID,fallback,-6.2088,106.8456,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Indo Ocean Foundation, Indonesia",False,,Indo Ocean Foundation,,,True
icrs-a-00243,Indonesian Librarian Association of South Sulawesi,Indonesian Librarian Association of South Sulawesi,Indonesia,ID,fallback,-6.2088,106.8456,capital_fallback,1,0,False,True,programme,Indonesian Librarian Association of South Sulawesi,False,,Indonesian Librarian Association of South Sulawesi,,,True
icrs-a-00244,Inland Ocean Coalition,Inland Ocean Coalition,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Inland Ocean Coalition, United States",False,,Inland Ocean Coalition,,,True
icrs-a-00245,Institut de Recherche pour le Développement/Université de Bretagne Occidentale,"Institut de Recherche pour le Développement/Université de Bretagne Occidentale, France",France,FR,fallback,48.8566,2.3522,capital_fallback,3,0,False,False,display_alias,"Institut de Recherche pour le Developpement/Universite de Bretagne Occidentale; Institut de Recherche pour le Développement/Université de Bretagne Occidentale; Institut de Recherche pour le Développement/Université de Bretagne Occidentale, France",False,,"Institut de Recherche pour le Développement/Université de Bretagne Occidentale, France",,,False
icrs-a-00246,Institut de recherche pour le Développement,Institut de recherche pour le Développement,France,FR,fallback,48.8566,2.3522,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Institut de recherche pour le Développement, France",False,,Institut de recherche pour le Développement,,,True
icrs-a-00247,Institut de recherche pour le Développement,Institut de recherche pour le Développement,New Caledonia,NC,ok,-22.3018746,166.4442774,geocode_csv,2,2,True,True,delegate_list;geocode_csv;programme,"Institut de Recherche pour le Développement, New Caledonia; Institut de recherche pour le Développement, New Caledonia",False,,Institut de recherche pour le Développement,,,True
icrs-a-00248,Institut Halieutique et des Sciences Marines,Institut Halieutique et des Sciences Marines,Madagascar,MG,ok,-23.3681539,43.6733576,geocode_csv,2,2,True,True,delegate_list;geocode_csv;programme,"Institut Halieutique et des Sciences Marines, Madagascar; Institut Halieutique et des Sciences Marines/University, Madagascar",False,,Institut Halieutique et des Sciences Marines,,,True
icrs-a-00249,Institut Teknologi Bandung,Institut Teknologi Bandung,Indonesia,ID,ok,-6.8903617,107.6101912,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Institut Teknologi Bandung, Indonesia",False,,Institut Teknologi Bandung,,,True
icrs-a-00250,Institute for Research and Development,Institute for Research and Development,Mayotte,YT,fallback,-12.7806,45.2278,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Institute for Research and Development, Mayotte",False,,Institute for Research and Development,,,True
icrs-a-00251,Institute for Systems Biology,Institute for Systems Biology,United States,US,ok,47.6226441,-122.337512,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Institute for Systems Biology, United States",False,,Institute for Systems Biology,,,True
icrs-a-00252,Institute of Fisheries Science,Institute of Fisheries Science,Taiwan,TW,fallback,25.033,121.5654,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Institute of Fisheries Science, Taiwan",False,,Institute of Fisheries Science,,,True
icrs-a-00253,Institute of Marine and Antarctic Studies,Institute of Marine and Antarctic Studies,Australia,AU,ok,-42.8861888,147.3353521,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Institute of Marine and Antarctic Studies, Australia",False,,Institute of Marine and Antarctic Studies,,,True
icrs-a-00254,Institute of Paleobiology,Institute of Paleobiology,Poland,PL,ok,52.2284045,20.9934255,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Institute of Paleobiology, Poland",False,,Institute of Paleobiology,,,True
icrs-a-00255,Institute of Science - Tokyo,Institute of Science - Tokyo,Japan,JP,ok,35.6059021,139.6835601,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Institute of Science - Tokyo, Japan",False,,Institute of Science - Tokyo,,,True
icrs-a-00256,Institute of Zoology,Institute of Zoology,United Kingdom,GB,ok,51.5351446,-0.1580143,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Institute of Zoology, United Kingdom",False,,Institute of Zoology,,,True
icrs-a-00257,Instituto de Estudos do Mar Almirante Paulo Moreira,Instituto de Estudos do Mar Almirante Paulo Moreira,Brazil,BR,fallback,-15.7939,-47.8828,capital_fallback,1,2,True,True,delegate_list;geocode_csv;programme,"Instituto de Estudos do Mar Almirante Paulo Moreira, Brazil",False,,Instituto de Estudos do Mar Almirante Paulo Moreira,,,True
icrs-a-00258,Instituto de Zoología y Ecología Tropical,Instituto de Zoología y Ecología Tropical,"Venezuela, Bolivarian Republic of",VE,fallback,10.4806,-66.9036,capital_fallback,3,1,True,True,delegate_list;display_alias;geocode_csv;programme,"Instituto de Zoologia y Ecologia Tropical; Instituto de Zoología y Ecología Tropical; Instituto de Zoología y Ecología Tropical, Venezuela, Bolivarian Republic of",False,,Instituto de Zoología y Ecología Tropical,,,True
icrs-a-00259,Instituto Politecnico Nacional,Instituto Politecnico Nacional,Mexico,MX,ok,19.501738,-99.1401352,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Instituto Politecnico Nacional, Mexico",False,,Instituto Politecnico Nacional,,,True
icrs-a-00260,Instituto Recifes Costeiros,Instituto Recifes Costeiros,Brazil,BR,ok,-8.7601598,-35.1012707,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Instituto Recifes Costeiros, Brazil",False,,Instituto Recifes Costeiros,,,True
icrs-a-00261,Instituto Superior Técnico,"Instituto Superior Técnico, Portugal",Portugal,PT,ok,38.7368192,-9.138705,geocode_csv,3,1,True,True,delegate_list;display_alias;geocode_csv;programme,"Instituto Superior Tecnico; Instituto Superior Técnico; Instituto Superior Técnico, Portugal",False,,"Instituto Superior Técnico, Portugal",,,True
icrs-a-00262,Instituto Tecnológico de Bahía de Banderas,"Instituto Tecnológico de Bahía de Banderas, Mexico",Mexico,MX,ok,20.7645779,-105.3711023,geocode_csv,3,2,True,True,delegate_list;display_alias;geocode_csv;programme,"Instituto Tecnologico de Bahia de Banderas; Instituto Tecnológico de Bahía de Banderas; Instituto Tecnológico de Bahía de Banderas, Mexico",False,,"Instituto Tecnológico de Bahía de Banderas, Mexico",,,True
icrs-a-00263,International Coral Reef Society,International Coral Reef Society,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"International Coral Reef Society, United States",False,,International Coral Reef Society,,,True
icrs-a-00264,International Islamic University Malaysia,International Islamic University Malaysia,Malaysia,MY,ok,3.2503254,101.7345347,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"International Islamic University Malaysia, Malaysia",False,,International Islamic University Malaysia,,,True
icrs-a-00265,IPB University,IPB University,Indonesia,ID,ok,-6.5552739,106.7229062,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"IPB University, Indonesia",False,,IPB University,,,True
icrs-a-00266,Iranian National Institute for Oceanography and Atmospheric Science,Iranian National Institute for Oceanography and Atmospheric Science,Iran,IR,missing,,,,1,0,False,True,programme,Iranian National Institute for Oceanography and Atmospheric Science,True,geocode_missing,Iranian National Institute for Oceanography and Atmospheric Science,,,False
icrs-a-00267,Island Conservation,Island Conservation,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Island Conservation, United States",False,,Island Conservation,,,True
icrs-a-00268,Israel Oceanographic and Limnological Research,Israel Oceanographic and Limnological Research,Israel,IL,ok,32.8260582,34.9566967,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Israel Oceanographic and Limnological Research, Israel",False,,Israel Oceanographic and Limnological Research,,,True
icrs-a-00269,Istituto Italiano Di Tecnologia,Istituto Italiano Di Tecnologia,Italy,IT,ok,44.4749312,8.9064299,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Istituto Italiano Di Tecnologia, Italy",False,,Istituto Italiano Di Tecnologia,,,True
icrs-a-00270,James Cook University,James Cook University,Australia,AU,ok,-19.3254243,146.7597646,geocode_csv,2,46,True,True,delegate_list;geocode_csv;programme,"C2o Consulting And James Cook University, Australia; James Cook University, Australia",False,,James Cook University,,,True
icrs-a-00271,James Cook University,James Cook University,Philippines,PH,fallback,14.5995,120.9842,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"James Cook University, Philippines",False,,James Cook University,,,True
icrs-a-00272,James Cook University,James Cook University,Tonga,TO,fallback,-21.1393,-175.2049,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"James Cook University, Tonga",False,,James Cook University,,,True
icrs-a-00273,James Cook University,James Cook University,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"James Cook University, United States",False,,James Cook University,,,True
icrs-a-00274,John G. Shedd Aquarium,John G. Shedd Aquarium,United States,US,ok,41.8675726,-87.614038,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"John G. Shedd Aquarium, United States",False,,John G. Shedd Aquarium,,,True
icrs-a-00275,Johnston Applied Marine Sciences Northern Mariana Islands,Johnston Applied Marine Sciences Northern Mariana Islands,United States,US,fallback,15.1778,145.7508,capital_fallback,1,1,False,True,programme,"Johnston Applied Marine Sciences Northern Mariana Islands, United States",False,,Johnston Applied Marine Sciences Northern Mariana Islands,,,True
icrs-a-00276,Johnston Applied Marine Sciences/University of Amsterdam,Johnston Applied Marine Sciences/University of Amsterdam,Northern Mariana Islands,MP,fallback,15.1778,145.7508,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Johnston Applied Marine Sciences/University of Amsterdam, Northern Mariana Islands",False,,Johnston Applied Marine Sciences/University of Amsterdam,,,True
icrs-a-00277,Johnston Applied Marine Sciences/University of Northern Mariana Amsterdam Islands,Johnston Applied Marine Sciences/University of Northern Mariana Amsterdam Islands,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,False,True,programme,"Johnston Applied Marine Sciences/University of Northern Mariana Amsterdam Islands, United States",False,,Johnston Applied Marine Sciences/University of Northern Mariana Amsterdam Islands,,,True
icrs-a-00278,Johnston Applied Marine Sciences,Johnston Applied Marine Sciences,Northern Mariana Islands,MP,ok,15.2227121,145.7461056,geocode_csv,1,3,True,True,delegate_list;geocode_csv;programme,"Johnston Applied Marine Sciences, Northern Mariana Islands",False,,Johnston Applied Marine Sciences,,,True
icrs-a-00279,Johnston Applied Marine Sciences,Johnston Applied Marine Sciences,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Johnston Applied Marine Sciences, United States",False,,Johnston Applied Marine Sciences,,,True
icrs-a-00280,Joseph Nekaifes Johnston Applied Marine Sciences Northern Mariana Islands,Joseph Nekaifes Johnston Applied Marine Sciences Northern Mariana Islands,United States,US,fallback,15.1778,145.7508,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"State of Hawai'i, United States",False,,Joseph Nekaifes Johnston Applied Marine Sciences Northern Mariana Islands,,,True
icrs-a-00281,Justus Liebig University Giessen,Justus Liebig University Giessen,Germany,DE,ok,50.5804674,8.6771403,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Justus Liebig University Giessen, Germany",False,,Justus Liebig University Giessen,,,True
icrs-a-00282,Kagoshima University,Kagoshima University,Japan,JP,ok,31.5699425,130.5442848,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Kagoshima University, Japan",False,,Kagoshima University,,,True
icrs-a-00283,Kalanihale,Kalanihale,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,2,True,True,delegate_list;geocode_csv;programme,"Kalanihale, United States",False,,Kalanihale,,,True
icrs-a-00284,Kanaloa,Kanaloa,United Kingdom,GB,fallback,51.5074,-0.1278,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Kanaloa, United Kingdom",False,,Kanaloa,,,True
icrs-a-00285,Kansai University,Kansai University,Japan,JP,ok,34.7732731,135.5107369,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Kansai University, Japan",False,,Kansai University,,,True
icrs-a-00286,Karolinska Institute,Karolinska Institute,Sweden,SE,ok,59.3485413,18.0275982,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Karolinska Institute, Sweden",False,,Karolinska Institute,,,True
icrs-a-00287,KAUST & Harvard T.H. Chan School of Public Health,KAUST  & Harvard T.H. Chan School of Public Health,Saudi Arabia,SA,fallback,24.7136,46.6753,capital_fallback,1,0,False,True,programme,KAUST  & Harvard T.H. Chan School of Public Health,False,,KAUST,Harvard T.H. Chan School of Public Health,icrs-a-00290,False
icrs-a-00288,KAUST,KAUST & Harvard T.H. Chan School of Public Health,Saudi Arabia,SA,ok,22.313251,39.1094336,geocode_csv,2,0,True,False,delegate_list;geocode_csv,"KAUST & Harvard T.H. Chan School of Public Health, Saudi Arabia; KAUST, Saudi Arabia",False,,KAUST,Harvard T.H. Chan School of Public Health,icrs-a-00290,False
icrs-a-00289,KAUST Coral Restoration Initiative,KAUST Coral Restoration Initiative,Saudi Arabia,SA,ok,22.309465,39.104697,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"KAUST Coral Restoration Initiative, Saudi Arabia",False,,KAUST Coral Restoration Initiative,,,True
icrs-a-00290,KAUST,KAUST,Saudi Arabia,SA,ok,22.313251,39.1094336,geocode_csv,4,58,True,True,delegate_list;display_alias;geocode_csv;programme,"KAUST; KAUST, Saudi Arabia; King Abdullah University of Science and Technology; King Abdullah University of Science and Technology, Saudi Arabia",False,,KAUST,Harvard T.H. Chan School of Public Health,,True
icrs-a-00291,KAUST,KAUST,Thailand,TH,fallback,13.7563,100.5018,capital_fallback,1,1,False,True,programme,"KAUST, Thailand",False,,KAUST,,,True
icrs-a-00292,Kikai Institute for Coral Reef Science,Kikai Institute for Coral Reef Science,Thailand,TH,fallback,13.7563,100.5018,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Kikai Institute for Coral Reef Science, Thailand",False,,Kikai Institute for Coral Reef Science,,,True
icrs-a-00293,KIOST (korea Institute Of Ocean Science & Technology),KIOST (korea Institute Of Ocean Science & Technology),South Korea,KR,ok,35.075769,129.07871,geocode_csv,1,1,True,False,delegate_list;geocode_csv,"KIOST (korea Institute Of Ocean Science & Technology), South Korea",False,,KIOST (korea Institute Of Ocean Science & Technology),,,True
icrs-a-00294,KIOST South Korea,KIOST South Korea,Australia,AU,fallback,-35.2809,149.13,capital_fallback,1,1,False,True,programme,"KIOST South Korea, Australia",False,,KIOST South Korea,,,True
icrs-a-00295,KIOST South Korea,KIOST South Korea,Mauritius,MU,fallback,-20.1609,57.5012,capital_fallback,2,1,True,True,delegate_list;geocode_csv;programme,"KIOST South Korea, Mauritius; United Nations Development Programme - Mauritius & Seychelles, Mauritius",False,,KIOST South Korea,,,True
icrs-a-00296,KIOST South Korea,KIOST South Korea,New Zealand,NZ,fallback,-41.2865,174.7762,capital_fallback,2,1,True,True,delegate_list;geocode_csv;programme,"KIOST South Korea, New Zealand; Leibniz Centre for Tropical Marine Research, New Zealand",False,,KIOST South Korea,,,True
icrs-a-00297,KIOST South Korea,KIOST South Korea,United States,US,fallback,38.9072,-77.0369,capital_fallback,4,3,True,True,delegate_list;display_alias;geocode_csv;programme,"KIOST South Korea, United States; Texas A&M University, United States; University of Alabama; University of Alabama, United States",False,,KIOST South Korea,,,True
icrs-a-00298,KIOST,KIOST,South Korea,KR,ok,35.075769,129.07871,geocode_csv,1,9,True,True,delegate_list;geocode_csv;programme,"KIOST, South Korea",False,,KIOST,,,True
icrs-a-00299,Kipuka Olowalu,Kipuka Olowalu,United States,US,ok,20.811411,-156.6225893,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Kipuka Olowalu, United States",False,,Kipuka Olowalu,,,True
icrs-a-00300,Kitasato University,Kitasato University,Japan,JP,ok,35.6447768,139.7256298,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Kitasato University, Japan",False,,Kitasato University,,,True
icrs-a-00301,Kochi University,Kochi University,Japan,JP,ok,33.5490378,133.4867352,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Kochi University, Japan",False,,Kochi University,,,True
icrs-a-00302,"Kokusai Kogyo Co., Ltd.","Kokusai Kogyo Co., Ltd.",Japan,JP,fallback,35.6762,139.6503,capital_fallback,2,2,True,True,delegate_list;geocode_csv;programme,"Kokusai Kogyo Co., Ltd.; Kokusai Kogyo Co., Ltd., Japan",False,,"Kokusai Kogyo Co., Ltd.",,,True
icrs-a-00303,Konservasi Indonesia,Konservasi Indonesia,Indonesia,ID,fallback,-6.2088,106.8456,capital_fallback,1,2,True,True,delegate_list;geocode_csv;programme,"Konservasi Indonesia, Indonesia",False,,Konservasi Indonesia,,,True
icrs-a-00304,Koraï and IH.SM,"Koraï and IH.SM, Madagascar",Madagascar,MG,fallback,-18.8792,47.5079,capital_fallback,3,1,True,True,delegate_list;display_alias;geocode_csv;programme,"Korai and IH.SM; Koraï and IH.SM; Koraï and IH.SM, Madagascar",False,,"Koraï and IH.SM, Madagascar",,,True
icrs-a-00305,Kuaʻāina Ulu ʻAuamo,"Kuaʻāina Ulu ʻAuamo, United States",United States,US,fallback,38.9072,-77.0369,capital_fallback,3,2,True,True,delegate_list;display_alias;geocode_csv;programme,"Kuaaina Ulu Auamo; Kuaʻāina Ulu ʻAuamo; Kuaʻāina Ulu ʻAuamo, United States",False,,"Kuaʻāina Ulu ʻAuamo, United States",,,True
icrs-a-00306,Kuleana Coral Restoration,Kuleana Coral Restoration,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Kuleana Coral Restoration, United States",False,,Kuleana Coral Restoration,,,True
